failed_logins,request_rate,commands_count,sql_payload,honeytoken_access,session_time,label
2,50,19,0,1,670,DataExfil
0,13,5,0,0,209,Normal
2,39,3,0,0,1248,Normal
2,19,3,0,0,1551,Normal
0,1185,7,0,0,50,Recon
40,178,1,0,0,74,BruteForce
105,422,1,0,0,230,BruteForce
3,39,3,0,0,813,Normal
9,96,36,1,0,273,Injection
1,14,3,0,0,299,Normal
0,9,6,0,1,1884,DataExfil
2,46,12,0,1,1777,DataExfil
1,50,15,0,1,2700,DataExfil
167,113,0,0,0,259,BruteForce
0,4,4,0,0,634,Normal
3,736,1,0,0,116,Recon
199,105,0,0,0,152,BruteForce
69,352,2,0,0,236,BruteForce
3,11,19,0,1,1666,DataExfil
2,25,1,0,0,1466,Normal
2,37,5,0,0,658,Normal
61,348,0,0,0,26,BruteForce
19,1071,4,0,0,47,Recon
0,5,1,0,0,1776,Normal
2,38,7,0,1,2091,DataExfil
1,5,4,0,0,1120,Normal
2,31,4,0,0,589,Normal
103,494,1,0,0,133,BruteForce
2,10,3,0,0,1630,Normal
89,242,2,0,0,220,BruteForce
3,54,17,0,1,1165,DataExfil
3,44,7,0,1,2376,DataExfil
168,184,0,0,0,64,BruteForce
3,82,30,1,0,376,Injection
0,24,5,0,0,1511,Normal
3,11,4,0,0,1243,Normal
2,12,4,0,0,1344,Normal
183,167,1,0,0,191,BruteForce
3,19,2,0,0,1017,Normal
128,118,2,0,0,112,BruteForce
0,20,6,0,1,3547,DataExfil
16,1014,2,0,0,58,Recon
2,29,1,0,0,1055,Normal
7,23,42,1,0,532,Injection
8,49,34,1,0,322,Injection
8,77,45,1,0,106,Injection
1,24,1,0,0,950,Normal
3,20,3,0,0,1753,Normal
1,29,0,0,0,1518,Normal
1,39,4,0,0,126,Normal
3,93,39,1,0,260,Injection
8,45,48,1,0,580,Injection
17,1895,2,0,0,30,Recon
0,34,5,0,0,1655,Normal
0,15,0,0,0,697,Normal
2,20,2,0,0,970,Normal
98,129,2,0,0,163,BruteForce
1,40,35,1,0,355,Injection
1,15,1,0,0,1613,Normal
0,71,38,1,0,242,Injection
2,19,4,0,0,1421,Normal
0,16,5,0,0,700,Normal
45,440,1,0,0,148,BruteForce
3,15,5,0,0,1503,Normal
2,17,2,0,0,250,Normal
9,1360,1,0,0,51,Recon
2,40,15,0,1,2239,DataExfil
3,54,15,0,1,1821,DataExfil
18,1553,7,0,0,32,Recon
2,25,5,0,0,1131,Normal
6,1288,5,0,0,50,Recon
12,1711,9,0,0,77,Recon
3,19,0,0,0,1108,Normal
130,121,0,0,0,294,BruteForce
41,387,1,0,0,234,BruteForce
1,4,5,0,0,492,Normal
2,27,17,0,1,811,DataExfil
1,29,1,0,0,1716,Normal
1,21,3,0,0,734,Normal
2,7,1,0,0,1442,Normal
0,32,4,0,0,451,Normal
152,459,2,0,0,48,BruteForce
1,10,14,0,1,848,DataExfil
2,12,0,0,0,1191,Normal
3,27,4,0,0,1516,Normal
1,3,5,0,0,696,Normal
0,9,1,0,0,248,Normal
1,30,4,0,0,571,Normal
0,8,0,0,0,360,Normal
182,277,1,0,0,271,BruteForce
2,39,0,0,0,217,Normal
7,55,45,1,0,441,Injection
3,141,27,1,0,368,Injection
0,12,2,0,0,1403,Normal
2,7,5,0,0,1650,Normal
80,385,2,0,0,155,BruteForce
3,23,3,0,0,284,Normal
1,112,32,1,1,214,Injection
0,7,4,0,0,1598,Normal
0,28,1,0,0,263,Normal
1,25,1,0,0,1449,Normal
2,6,3,0,0,384,Normal
184,267,2,0,0,182,BruteForce
10,1849,1,0,0,63,Recon
164,373,1,0,0,219,BruteForce
59,281,1,0,0,111,BruteForce
3,38,1,0,0,344,Normal
2,33,5,0,0,1316,Normal
80,491,2,0,0,218,BruteForce
1,40,18,1,0,320,Injection
3,39,4,0,0,1479,Normal
3,19,0,0,0,1639,Normal
6,134,29,1,0,67,Injection
1,19,5,0,0,150,Normal
61,388,1,0,0,223,BruteForce
11,1993,5,0,0,68,Recon
0,13,4,0,0,1169,Normal
3,28,0,0,0,1006,Normal
2,26,4,0,0,1371,Normal
45,231,0,0,0,100,BruteForce
3,5,1,0,0,621,Normal
6,1711,6,0,0,16,Recon
2,11,5,0,0,1307,Normal
0,129,17,1,0,521,Injection
6,1073,8,0,0,47,Recon
3,19,4,0,0,1592,Normal
95,117,1,0,0,86,BruteForce
3,19,1,0,0,711,Normal
1,10,4,0,0,1427,Normal
0,25,2,0,0,1407,Normal
142,187,2,0,0,276,BruteForce
7,139,43,1,1,181,Injection
2,18,4,0,0,630,Normal
70,216,0,0,0,123,BruteForce
0,26,18,0,1,653,DataExfil
148,379,0,0,0,172,BruteForce
4,26,16,0,1,2851,DataExfil
1,16,1,0,0,1486,Normal
0,13,3,0,0,786,Normal
1,27,10,0,1,2138,DataExfil
3,15,5,0,0,450,Normal
2,34,0,0,0,1602,Normal
1,35,3,0,0,1788,Normal
3,19,4,0,0,590,Normal
0,51,11,0,1,3586,DataExfil
8,1181,1,0,0,13,Recon
1,6,3,0,0,1506,Normal
3,18,4,0,0,679,Normal
192,431,1,0,0,274,BruteForce
3,24,14,0,1,766,DataExfil
0,6,0,0,0,1038,Normal
3,14,19,0,1,635,DataExfil
0,2,3,0,0,417,Normal
3,24,1,0,0,589,Normal
1,5,1,0,0,505,Normal
1,23,0,0,0,218,Normal
2,12,5,0,0,1578,Normal
2,19,0,0,0,1639,Normal
18,1771,8,0,0,39,Recon
0,113,32,1,0,309,Injection
2,34,15,0,1,1509,DataExfil
3,20,0,0,0,607,Normal
0,26,0,0,0,1104,Normal
10,1187,4,0,0,67,Recon
2,18,1,0,0,362,Normal
0,58,8,0,1,1838,DataExfil
129,164,0,0,0,162,BruteForce
0,31,4,0,0,700,Normal
3,11,18,0,1,1219,DataExfil
2,31,8,0,1,1577,DataExfil
1,30,4,0,0,1650,Normal
6,112,27,1,0,89,Injection
3,20,3,0,0,842,Normal
0,16,2,0,0,1539,Normal
2,33,39,1,1,130,Injection
49,102,2,0,0,139,BruteForce
1,16,0,0,0,1793,Normal
1,24,3,0,0,1228,Normal
3,35,0,0,0,637,Normal
1,24,1,0,0,969,Normal
6,109,17,1,0,388,Injection
1,20,3,0,0,1392,Normal
13,1008,1,0,0,65,Recon
3,13,1,0,0,1014,Normal
171,399,1,0,0,264,BruteForce
47,213,0,0,0,82,BruteForce
0,125,16,1,0,110,Injection
8,986,6,0,0,74,Recon
0,7,0,0,0,1065,Normal
19,1892,8,0,0,25,Recon
4,37,13,0,1,2164,DataExfil
2,56,8,0,1,692,DataExfil
181,279,1,0,0,227,BruteForce
136,442,2,0,0,221,BruteForce
4,5,19,0,1,2800,DataExfil
3,96,35,1,0,426,Injection
5,1240,2,0,0,81,Recon
3,10,5,0,0,1195,Normal
2,27,3,0,0,1523,Normal
1,31,4,0,0,1432,Normal
18,783,4,0,0,26,Recon
96,321,1,0,0,65,BruteForce
156,266,2,0,0,151,BruteForce
1,64,38,1,1,245,Injection
8,123,46,1,1,574,Injection
1,120,34,1,0,461,Injection
75,457,0,0,0,232,BruteForce
4,34,16,0,1,1049,DataExfil
15,1247,5,0,0,100,Recon
2,10,1,0,0,623,Normal
3,30,9,0,1,2747,DataExfil
9,39,19,1,0,250,Injection
0,50,22,1,0,438,Injection
4,7,9,0,1,2167,DataExfil
2,18,4,0,0,1776,Normal
0,8,3,0,0,554,Normal
0,22,0,0,0,1733,Normal
12,783,9,0,0,68,Recon
5,64,47,1,0,149,Injection
2,130,35,1,0,401,Injection
85,373,2,0,0,108,BruteForce
13,1729,8,0,0,50,Recon
3,25,5,0,0,1225,Normal
3,5,2,0,0,1341,Normal
4,53,46,1,0,205,Injection
1,37,0,0,0,727,Normal
1,16,6,0,1,2911,DataExfil
0,113,27,1,1,158,Injection
193,195,2,0,0,203,BruteForce
2,15,1,0,0,447,Normal
2,28,8,0,1,1641,DataExfil
0,39,3,0,0,1699,Normal
0,7,4,0,0,1031,Normal
2,2,0,0,0,928,Normal
1,10,1,0,0,472,Normal
3,28,3,0,0,878,Normal
125,103,1,0,0,270,BruteForce
156,126,1,0,0,127,BruteForce
7,58,28,1,1,476,Injection
3,15,4,0,0,1116,Normal
123,291,2,0,0,31,BruteForce
2,6,2,0,0,1537,Normal
9,46,47,1,0,366,Injection
2,28,3,0,0,1051,Normal
46,164,0,0,0,132,BruteForce
0,34,7,0,1,1396,DataExfil
0,5,5,0,0,980,Normal
2,53,9,0,1,2479,DataExfil
2,9,5,0,0,1693,Normal
12,1969,5,0,0,79,Recon
2,33,0,0,0,241,Normal
3,13,3,0,0,240,Normal
1,30,2,0,0,1503,Normal
2,15,4,0,0,544,Normal
2,51,7,0,1,2410,DataExfil
1,38,15,0,1,3075,DataExfil
6,1159,3,0,0,89,Recon
0,20,4,0,0,1667,Normal
3,33,1,0,0,1730,Normal
18,1253,1,0,0,91,Recon
2,3,1,0,0,544,Normal
13,1084,4,0,0,51,Recon
0,779,7,0,0,66,Recon
3,11,2,0,0,221,Normal
68,117,0,0,0,253,BruteForce
3,25,3,0,0,1469,Normal
14,1641,6,0,0,93,Recon
2,12,0,0,0,1247,Normal
150,324,0,0,0,35,BruteForce
0,32,1,0,0,1274,Normal
1,25,5,0,0,1290,Normal
3,47,9,0,1,2141,DataExfil
97,235,1,0,0,27,BruteForce
131,293,1,0,0,81,BruteForce
44,368,2,0,0,30,BruteForce
0,14,4,0,0,750,Normal
2,38,17,0,1,3296,DataExfil
4,9,15,0,1,2262,DataExfil
1,20,1,0,0,1439,Normal
9,1314,5,0,0,97,Recon
0,123,29,1,0,322,Injection
1,36,0,0,0,1233,Normal
1,33,16,0,1,1716,DataExfil
3,16,5,0,0,1181,Normal
0,1037,8,0,0,11,Recon
2,28,19,0,1,3456,DataExfil
1,37,2,0,0,290,Normal
2,25,5,0,0,495,Normal
2,28,18,0,1,1410,DataExfil
118,329,1,0,0,63,BruteForce
2,33,19,0,1,992,DataExfil
0,67,36,1,0,236,Injection
2,38,0,0,0,661,Normal
3,42,14,0,1,2320,DataExfil
157,172,0,0,0,251,BruteForce
18,1056,5,0,0,34,Recon
3,25,0,0,0,1380,Normal
4,133,42,1,0,226,Injection
3,35,0,0,0,950,Normal
145,353,2,0,0,107,BruteForce
2,24,3,0,0,322,Normal
0,20,14,0,1,3265,DataExfil
19,1867,8,0,0,88,Recon
45,319,1,0,0,23,BruteForce
61,324,2,0,0,208,BruteForce
3,8,2,0,0,556,Normal
2,5,2,0,0,1424,Normal
2,13,4,0,0,1708,Normal
1,14,4,0,0,1750,Normal
6,55,45,1,0,153,Injection
3,11,9,0,1,3481,DataExfil
9,139,20,1,0,60,Injection
3,27,5,0,0,207,Normal
112,309,2,0,0,62,BruteForce
0,9,5,0,0,1050,Normal
0,45,13,0,1,1271,DataExfil
7,148,40,1,0,84,Injection
19,1729,1,0,0,79,Recon
3,3,2,0,0,872,Normal
4,26,18,0,1,3178,DataExfil
2,23,1,0,0,1442,Normal
3,12,0,0,0,361,Normal
2,23,0,0,0,1545,Normal
1,29,4,0,0,632,Normal
3,36,1,0,0,1375,Normal
4,47,23,1,0,579,Injection
19,1786,7,0,0,49,Recon
8,1453,6,0,0,59,Recon
3,4,0,0,0,1718,Normal
2,17,5,0,0,819,Normal
3,7,0,0,0,343,Normal
2,16,1,0,0,1373,Normal
3,5,4,0,0,1014,Normal
0,22,5,0,0,524,Normal
3,36,4,0,0,1010,Normal
125,180,2,0,0,173,BruteForce
4,31,9,0,1,1248,DataExfil
18,696,8,0,0,72,Recon
1,1,1,0,0,716,Normal
1,26,5,0,0,1561,Normal
0,32,5,0,0,525,Normal
3,20,4,0,0,985,Normal
5,44,41,1,0,428,Injection
1,10,3,0,0,993,Normal
2,3,4,0,0,726,Normal
2,19,5,0,0,523,Normal
3,14,5,0,0,251,Normal
0,51,7,0,1,2620,DataExfil
3,24,0,0,0,1112,Normal
126,302,1,0,0,177,BruteForce
2,10,4,0,0,1638,Normal
2,22,5,0,0,264,Normal
1,21,4,0,0,1388,Normal
7,1965,7,0,0,108,Recon
3,28,5,0,0,1532,Normal
0,18,10,0,1,2552,DataExfil
0,40,10,0,1,3476,DataExfil
0,5,2,0,0,1652,Normal
9,71,25,1,0,166,Injection
2,130,25,1,0,312,Injection
158,107,2,0,0,230,BruteForce
3,8,4,0,0,1432,Normal
1,37,0,0,0,1165,Normal
3,14,3,0,0,1291,Normal
0,9,6,0,1,662,DataExfil
0,9,5,0,0,1126,Normal
8,132,21,1,0,230,Injection
4,44,12,0,1,603,DataExfil
1,31,0,0,0,1772,Normal
4,58,9,0,1,1800,DataExfil
3,7,2,0,0,620,Normal
2,19,4,0,0,722,Normal
1,13,4,0,0,651,Normal
84,436,2,0,0,61,BruteForce
2,15,0,0,0,1440,Normal
1,1,5,0,0,1345,Normal
2,38,1,0,0,1216,Normal
0,7,0,0,0,1352,Normal
1,40,30,1,1,369,Injection
174,494,1,0,0,39,BruteForce
1,59,15,0,1,3266,DataExfil
3,10,0,0,0,1508,Normal
3,5,2,0,0,315,Normal
3,13,4,0,0,751,Normal
160,302,1,0,0,204,BruteForce
12,631,2,0,0,91,Recon
2,30,5,0,0,1134,Normal
1,37,5,0,0,1178,Normal
3,36,15,0,1,1485,DataExfil
2,19,13,0,1,3225,DataExfil
196,205,1,0,0,27,BruteForce
96,218,0,0,0,111,BruteForce
3,29,1,0,0,1543,Normal
2,36,3,0,0,447,Normal
2,34,2,0,0,419,Normal
11,1617,5,0,0,31,Recon
8,43,35,1,0,578,Injection
7,67,35,1,0,323,Injection
191,269,1,0,0,141,BruteForce
1,30,2,0,0,1180,Normal
0,84,33,1,0,198,Injection
3,29,0,0,0,977,Normal
0,4,2,0,0,679,Normal
3,49,5,0,1,2235,DataExfil
0,5,4,0,0,1488,Normal
2,36,6,0,1,3001,DataExfil
4,982,5,0,0,100,Recon
4,1233,9,0,0,109,Recon
1,5,8,0,1,2745,DataExfil
3,10,8,0,1,2154,DataExfil
135,309,0,0,0,137,BruteForce
0,18,8,0,1,840,DataExfil
0,10,2,0,0,1136,Normal
3,32,5,0,0,1681,Normal
0,47,9,0,1,2381,DataExfil
180,278,0,0,0,184,BruteForce
1,19,3,0,0,1037,Normal
83,295,2,0,0,58,BruteForce
3,39,0,0,0,1744,Normal
2,4,1,0,0,1005,Normal
1,23,19,0,1,1352,DataExfil
4,1356,8,0,0,82,Recon
3,10,0,0,0,1167,Normal
0,34,13,0,1,3123,DataExfil
2,35,3,0,0,1349,Normal
3,30,0,0,0,349,Normal
1,8,3,0,0,955,Normal
49,186,0,0,0,212,BruteForce
0,5,1,0,0,392,Normal
10,1480,8,0,0,60,Recon
1,43,9,0,1,3595,DataExfil
5,59,41,1,0,130,Injection
196,429,1,0,0,213,BruteForce
148,258,2,0,0,36,BruteForce
8,15,20,1,0,102,Injection
144,378,2,0,0,217,BruteForce
16,647,4,0,0,25,Recon
0,26,5,0,0,385,Normal
3,36,2,0,0,577,Normal
2,42,7,0,1,2609,DataExfil
2,32,4,0,0,323,Normal
14,1111,4,0,0,12,Recon
3,34,5,0,0,488,Normal
0,5,4,0,0,446,Normal
3,28,3,0,0,488,Normal
1,9,3,0,0,1218,Normal
151,162,1,0,0,152,BruteForce
0,11,5,0,0,303,Normal
0,21,3,0,0,478,Normal
1,25,5,0,0,1099,Normal
1,2,1,0,0,1114,Normal
161,356,0,0,0,191,BruteForce
0,957,7,0,0,57,Recon
7,42,22,1,1,166,Injection
1,735,5,0,0,29,Recon
3,30,0,0,0,126,Normal
0,20,6,0,1,1402,DataExfil
18,1426,1,0,0,56,Recon
2,19,1,0,0,389,Normal
1,13,1,0,0,517,Normal
3,1,5,0,0,758,Normal
9,137,24,1,0,521,Injection
3,38,4,0,0,1089,Normal
2,12,5,0,0,1467,Normal
4,18,16,0,1,2052,DataExfil
1,25,7,0,1,2593,DataExfil
3,30,0,0,0,1529,Normal
0,17,3,0,0,245,Normal
2,18,8,0,1,737,DataExfil
0,37,5,0,0,410,Normal
18,1129,4,0,0,34,Recon
79,361,2,0,0,163,BruteForce
2,56,12,0,1,3214,DataExfil
8,1729,2,0,0,55,Recon
0,18,2,0,0,1176,Normal
52,172,1,0,0,190,BruteForce
0,8,11,0,1,2638,DataExfil
0,35,16,0,1,3525,DataExfil
2,18,4,0,0,321,Normal
0,7,5,0,1,1516,DataExfil
2,21,0,0,0,322,Normal
0,1,0,0,0,343,Normal
2,32,1,0,0,1724,Normal
0,12,5,0,0,951,Normal
0,7,3,0,0,1267,Normal
7,36,17,1,1,93,Injection
154,185,0,0,0,209,BruteForce
18,1912,6,0,0,6,Recon
1,15,4,0,0,1202,Normal
0,43,8,0,1,2904,DataExfil
2,38,4,0,0,902,Normal
80,321,2,0,0,163,BruteForce
5,26,20,1,0,68,Injection
3,20,11,0,1,1454,DataExfil
3,71,38,1,0,257,Injection
13,841,3,0,0,10,Recon
3,17,3,0,0,1767,Normal
3,126,49,1,0,379,Injection
2,27,6,0,1,827,DataExfil
3,11,8,0,1,2625,DataExfil
0,35,0,0,0,410,Normal
4,659,8,0,0,110,Recon
3,38,3,0,0,564,Normal
1,54,11,0,1,801,DataExfil
129,192,2,0,0,294,BruteForce
1,29,1,0,0,618,Normal
3,6,3,0,0,1436,Normal
3,6,17,0,1,1427,DataExfil
8,41,19,1,0,309,Injection
11,628,6,0,0,74,Recon
3,2,1,0,0,136,Normal
2,16,1,0,0,823,Normal
1,26,0,0,0,1189,Normal
89,217,1,0,0,77,BruteForce
0,12,6,0,1,1674,DataExfil
6,744,3,0,0,90,Recon
3,26,5,0,0,241,Normal
2,32,11,0,1,995,DataExfil
3,48,12,0,1,3506,DataExfil
3,41,8,0,1,3416,DataExfil
3,34,3,0,0,1147,Normal
2,20,12,0,1,1202,DataExfil
3,48,8,0,1,624,DataExfil
4,10,5,0,1,671,DataExfil
2,133,16,1,0,115,Injection
4,55,6,0,1,890,DataExfil
2,787,7,0,0,69,Recon
1,30,1,0,0,1393,Normal
1,29,23,1,0,262,Injection
57,335,1,0,0,209,BruteForce
9,93,22,1,0,460,Injection
0,8,13,0,1,2920,DataExfil
1,28,1,0,0,125,Normal
1,39,5,0,0,941,Normal
1,26,1,0,0,377,Normal
1,11,1,0,0,1795,Normal
1,13,5,0,0,1693,Normal
14,1662,1,0,0,105,Recon
9,98,31,1,0,568,Injection
3,9,5,0,0,618,Normal
2,9,16,0,1,1430,DataExfil
14,1790,7,0,0,67,Recon
2,38,9,0,1,1561,DataExfil
15,1299,9,0,0,107,Recon
2,34,12,0,1,1474,DataExfil
199,212,1,0,0,103,BruteForce
3,33,1,0,0,1097,Normal
177,447,0,0,0,219,BruteForce
9,1983,7,0,0,111,Recon
180,403,0,0,0,129,BruteForce
1,47,5,0,1,2977,DataExfil
2,23,8,0,1,1163,DataExfil
2,38,0,0,0,1251,Normal
1,50,48,1,0,553,Injection
1,28,1,0,0,1187,Normal
74,466,2,0,0,268,BruteForce
18,1492,2,0,0,98,Recon
4,59,17,0,1,2809,DataExfil
3,36,2,0,0,371,Normal
3,134,36,1,0,425,Injection
143,345,0,0,0,201,BruteForce
2,31,14,0,1,2645,DataExfil
7,1214,1,0,0,6,Recon
4,47,7,0,1,3577,DataExfil
3,7,2,0,0,397,Normal
1,6,5,0,0,1582,Normal
18,1325,9,0,0,67,Recon
3,38,47,1,0,380,Injection
3,17,4,0,0,413,Normal
2,49,17,0,1,2181,DataExfil
4,35,16,0,1,923,DataExfil
0,84,32,1,0,508,Injection
1,10,4,0,0,200,Normal
0,25,2,0,0,613,Normal
4,78,33,1,1,498,Injection
4,48,18,0,1,1847,DataExfil
3,27,1,0,0,608,Normal
2,26,44,1,0,299,Injection
158,115,2,0,0,269,BruteForce
2,12,2,0,0,1659,Normal
0,36,1,0,0,874,Normal
1,33,1,0,0,1587,Normal
9,95,41,1,0,444,Injection
130,363,0,0,0,55,BruteForce
7,128,38,1,0,127,Injection
9,24,22,1,0,482,Injection
2,14,3,0,0,472,Normal
2,1,5,0,0,1209,Normal
2,29,4,0,0,150,Normal
4,77,39,1,0,456,Injection
3,23,0,0,0,742,Normal
75,297,1,0,0,99,BruteForce
0,50,18,0,1,996,DataExfil
2,1388,3,0,0,41,Recon
1,51,5,0,1,2365,DataExfil
2,8,3,0,0,130,Normal
175,353,1,0,0,138,BruteForce
3,34,0,0,0,1369,Normal
4,56,10,0,1,2427,DataExfil
1,51,11,0,1,950,DataExfil
1,4,0,0,0,797,Normal
0,5,3,0,0,490,Normal
0,35,16,0,1,3096,DataExfil
7,1460,4,0,0,86,Recon
0,51,9,0,1,949,DataExfil
2,14,5,0,0,1340,Normal
4,40,9,0,1,2083,DataExfil
2,14,2,0,0,1517,Normal
4,31,13,0,1,3473,DataExfil
2,17,3,0,0,127,Normal
3,5,4,0,0,1438,Normal
5,1898,9,0,0,7,Recon
9,56,22,1,0,138,Injection
2,36,5,0,0,1441,Normal
3,8,3,0,0,129,Normal
3,20,18,0,1,2967,DataExfil
0,11,1,0,0,1710,Normal
3,31,2,0,0,217,Normal
5,838,8,0,0,13,Recon
2,18,5,0,0,735,Normal
9,1556,8,0,0,48,Recon
2,7,6,0,1,3045,DataExfil
4,52,10,0,1,1682,DataExfil
3,14,3,0,0,1071,Normal
69,206,0,0,0,104,BruteForce
116,271,2,0,0,259,BruteForce
0,24,2,0,0,865,Normal
0,4,5,0,0,833,Normal
1,30,4,0,0,1730,Normal
15,1002,6,0,0,96,Recon
3,41,10,0,1,2218,DataExfil
7,109,37,1,0,585,Injection
9,89,42,1,0,548,Injection
1,27,0,0,0,1193,Normal
6,132,49,1,0,272,Injection
1,35,2,0,0,1227,Normal
0,23,1,0,0,340,Normal
3,8,2,0,0,1465,Normal
1,38,2,0,0,443,Normal
0,12,3,0,0,1068,Normal
3,93,22,1,0,484,Injection
3,35,3,0,0,926,Normal
179,472,1,0,0,17,BruteForce
140,422,1,0,0,102,BruteForce
3,31,1,0,0,449,Normal
65,111,2,0,0,196,BruteForce
50,402,2,0,0,218,BruteForce
0,22,11,0,1,1385,DataExfil
193,373,0,0,0,137,BruteForce
72,142,1,0,0,37,BruteForce
1,10,0,0,0,793,Normal
1,34,3,0,0,330,Normal
3,6,3,0,0,542,Normal
1,80,47,1,0,594,Injection
1,40,19,0,1,2396,DataExfil
15,1062,2,0,0,91,Recon
1,8,19,0,1,1042,DataExfil
3,1479,6,0,0,70,Recon
8,1827,8,0,0,67,Recon
0,12,2,0,0,833,Normal
3,20,15,0,1,3501,DataExfil
1,16,15,0,1,3534,DataExfil
3,54,16,0,1,3502,DataExfil
2,2,3,0,0,1238,Normal
0,38,2,0,0,787,Normal
58,482,1,0,0,282,BruteForce
1,34,4,0,0,1388,Normal
3,10,3,0,0,259,Normal
3,30,1,0,0,956,Normal
0,18,2,0,0,854,Normal
3,26,4,0,0,419,Normal
9,704,9,0,0,5,Recon
1,50,17,0,1,663,DataExfil
2,18,4,0,0,211,Normal
0,12,2,0,0,823,Normal
3,29,10,0,1,1613,DataExfil
3,22,4,0,0,1181,Normal
2,725,2,0,0,31,Recon
1,23,1,0,0,588,Normal
2,17,3,0,0,437,Normal
4,7,14,0,1,2343,DataExfil
160,241,1,0,0,66,BruteForce
3,4,0,0,0,149,Normal
0,11,2,0,0,814,Normal
3,34,0,0,0,211,Normal
1,31,4,0,0,391,Normal
6,11,26,1,0,556,Injection
4,56,14,0,1,2153,DataExfil
4,46,17,0,1,1561,DataExfil
15,1883,3,0,0,9,Recon
0,8,1,0,0,621,Normal
2,56,8,0,1,1502,DataExfil
3,21,1,0,0,1465,Normal
9,142,42,1,0,443,Injection
0,39,3,0,0,1334,Normal
3,15,3,0,0,484,Normal
9,1779,8,0,0,103,Recon
4,8,7,0,1,3185,DataExfil
142,128,1,0,0,66,BruteForce
3,18,2,0,0,1701,Normal
1,10,0,0,0,1319,Normal
1,132,22,1,0,422,Injection
1,51,9,0,1,1854,DataExfil
0,16,7,0,1,3136,DataExfil
4,12,14,0,1,1917,DataExfil
11,960,9,0,0,111,Recon
6,1335,5,0,0,79,Recon
2,35,3,0,0,699,Normal
3,28,2,0,0,485,Normal
1,29,1,0,0,1177,Normal
1,30,8,0,1,1584,DataExfil
2,15,5,0,0,430,Normal
1,23,5,0,0,465,Normal
3,6,3,0,0,1382,Normal
6,105,40,1,0,245,Injection
2,17,5,0,0,1202,Normal
13,910,7,0,0,46,Recon
3,20,3,0,0,253,Normal
109,284,1,0,0,69,BruteForce
1,55,16,0,1,1836,DataExfil
83,439,2,0,0,66,BruteForce
0,19,4,0,0,213,Normal
0,1213,6,0,0,116,Recon
3,23,1,0,0,1576,Normal
2,34,19,0,1,1584,DataExfil
0,8,3,0,0,1143,Normal
10,1426,8,0,0,92,Recon
85,127,1,0,0,281,BruteForce
3,38,10,0,1,2603,DataExfil
5,89,38,1,1,112,Injection
2,38,2,0,0,584,Normal
0,13,1,0,0,185,Normal
0,28,0,0,0,1169,Normal
4,59,18,0,1,681,DataExfil
8,1299,9,0,0,48,Recon
2,34,0,0,0,1234,Normal
0,30,4,0,0,839,Normal
1,5,5,0,0,338,Normal
42,140,0,0,0,266,BruteForce
1,11,5,0,0,1637,Normal
3,32,1,0,0,950,Normal
12,1240,3,0,0,18,Recon
19,1661,1,0,0,88,Recon
7,53,46,1,0,565,Injection
0,2,5,0,0,490,Normal
2,30,5,0,0,1535,Normal
2,4,3,0,0,1036,Normal
1,39,2,0,0,716,Normal
16,1935,9,0,0,63,Recon
9,144,27,1,0,361,Injection
0,29,3,0,0,773,Normal
4,21,17,0,1,2728,DataExfil
1,9,1,0,0,693,Normal
17,1551,4,0,0,29,Recon
6,1362,9,0,0,114,Recon
100,157,0,0,0,261,BruteForce
164,244,2,0,0,295,BruteForce
0,22,3,0,0,989,Normal
3,35,21,1,1,449,Injection
4,13,15,0,1,3543,DataExfil
1,56,5,0,1,1427,DataExfil
16,1805,9,0,0,22,Recon
118,158,2,0,0,260,BruteForce
2,15,4,0,0,1631,Normal
3,23,2,0,0,719,Normal
2,30,3,0,0,340,Normal
193,242,2,0,0,221,BruteForce
2,35,3,0,0,626,Normal
0,11,3,0,0,414,Normal
1,36,3,0,0,275,Normal
5,842,2,0,0,77,Recon
13,1942,9,0,0,41,Recon
3,14,0,0,0,253,Normal
1,36,10,0,1,2905,DataExfil
66,411,1,0,0,290,BruteForce
10,1274,7,0,0,62,Recon
3,13,0,0,0,147,Normal
5,79,41,1,0,277,Injection
2,1810,3,0,0,11,Recon
9,106,18,1,0,576,Injection
0,8,5,0,0,1662,Normal
2,3,4,0,0,636,Normal
14,1681,8,0,0,107,Recon
131,423,0,0,0,187,BruteForce
106,221,2,0,0,277,BruteForce
0,4,5,0,0,240,Normal
61,356,2,0,0,27,BruteForce
3,17,4,0,0,1293,Normal
3,20,3,0,0,1403,Normal
4,89,19,1,0,65,Injection
46,365,2,0,0,87,BruteForce
3,31,46,1,0,63,Injection
1,29,2,0,0,311,Normal
122,306,2,0,0,261,BruteForce
3,6,4,0,0,710,Normal
1,36,1,0,0,451,Normal
0,7,5,0,0,191,Normal
2,2,5,0,0,443,Normal
0,25,0,0,0,959,Normal
1,94,22,1,0,266,Injection
3,11,5,0,0,245,Normal
71,249,1,0,0,30,BruteForce
1,1,0,0,0,207,Normal
2,13,5,0,0,635,Normal
1,34,0,0,0,1007,Normal
0,37,13,0,1,907,DataExfil
2,22,0,0,0,410,Normal
2,32,15,0,1,1620,DataExfil
14,1114,5,0,0,108,Recon
0,7,4,0,0,840,Normal
0,30,2,0,0,556,Normal
2,6,2,0,0,1518,Normal
156,291,2,0,0,259,BruteForce
2,3,0,0,0,626,Normal
9,1460,7,0,0,53,Recon
1,35,5,0,0,147,Normal
0,34,5,0,0,763,Normal
3,29,49,1,0,77,Injection
